Gewaesser;Mst.-Name;MST_NR;DATUM;Probestelle;Form;DV-Nr.;Taxon;Dimension;Messwert;Erscheinungsform;CF;LAKE_TYPE;LAKE_TYPE_SIMPLIFIED;LAKE_TYPE2;YEAR
Abtsdorfer See;Schilff-Fläche am Nordwestufer, Seebichl, Transekt 1;31833;23.08.2006;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2006
Abtsdorfer See;Schilff-Fläche am Nordwestufer, Seebichl, Transekt 1;31833;23.08.2006;0-1 m;Em;2928;Carex elata;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2006
Abtsdorfer See;kleine Bucht am Westufer, zw. Fischer und Seebichl, Transekt 2;31834;23.08.2006;0-1 m;Em;2928;Carex elata;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2006
Abtsdorfer See;kleine Bucht am Westufer, zw. Fischer und Seebichl, Transekt 2;31834;23.08.2006;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2006
Abtsdorfer See;kleine Bucht am Westufer, zw. Fischer und Seebichl, Transekt 2;31834;23.08.2006;0-1 m;Em;2127;Lythrum;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2006
Abtsdorfer See;kleine Bucht am Westufer, zw. Fischer und Seebichl, Transekt 2;31834;23.08.2006;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2006
Abtsdorfer See;Ufer, östl. Badhäuselgraben, bei Eiche, Seemair, Transekt 3;31835;23.08.2006;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2006
Abtsdorfer See;Ufer, östl. Badhäuselgraben, bei Eiche, Seemair, Transekt 3;31835;23.08.2006;0-1 m;Em;2928;Carex elata;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2006
Abtsdorfer See;Schilffläche am Südostufer, Lauterbrunn, Transekt 4;31836;23.08.2006;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2006
Abtsdorfer See;Badebucht am Nordostufer auf dem Freizeitgelände (Bad), Transekt 5;31837;23.08.2006;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2006
Abtsdorfer See;Schilff-Fläche am Nordwestufer, Seebichl, Transekt 1;31833;02.07.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;2;Prealpine;2;2009
Abtsdorfer See;Ufer, östl. Badhäuselgraben, bei Eiche, Seemair, Transekt 3;31835;02.07.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;2;Prealpine;2;2009
Abtsdorfer See;Schilffläche am Südostufer, Lauterbrunn, Transekt 4;31836;02.07.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2009
Abtsdorfer See;Schilff-Fläche am Nordwestufer, Seebichl, Transekt 1;31833;10.07.2012;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;2;Prealpine;2;2012
Abtsdorfer See;Schilff-Fläche am Nordwestufer, Seebichl, Transekt 1;31833;10.07.2012;0-1 m;Em;2928;Carex elata;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2012
Abtsdorfer See;kleine Bucht am Westufer, zw. Fischer und Seebichl, Transekt 2;31834;10.07.2012;0-1 m;Em;2928;Carex elata;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2012
Abtsdorfer See;kleine Bucht am Westufer, zw. Fischer und Seebichl, Transekt 2;31834;10.07.2012;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2012
Abtsdorfer See;Ufer, östl. Badhäuselgraben, bei Eiche, Seemair, Transekt 3;31835;10.07.2012;0-1 m;Em;2841;Carex;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2012
Abtsdorfer See;Ufer, östl. Badhäuselgraben, bei Eiche, Seemair, Transekt 3;31835;10.07.2012;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;2;Prealpine;2;2012
Abtsdorfer See;Ufer, östl. Badhäuselgraben, bei Eiche, Seemair, Transekt 3;31835;10.07.2012;0-1 m;Em;2985;Lythrum salicaria;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2012
Abtsdorfer See;Schilffläche am Südostufer, Lauterbrunn, Transekt 4;31836;10.07.2012;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2012
Abtsdorfer See;Schilff-Fläche am Nordwestufer, Seebichl, Transekt 1;31833;12.08.2014;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2014
Abtsdorfer See;kleine Bucht am Westufer, zw. Fischer und Seebichl, Transekt 2;31834;12.08.2014;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2014
Abtsdorfer See;Ufer, östl. Badhäuselgraben, bei Eiche, Seemair, Transekt 3;31835;12.08.2014;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2014
Abtsdorfer See;Ufer, östl. Badhäuselgraben, bei Eiche, Seemair, Transekt 3;31835;12.08.2014;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2014
Abtsdorfer See;kleine Bucht am Westufer, zw. Fischer und Seebichl, Transekt 2;31834;31.07.2017;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2017
Abtsdorfer See;Schilffläche am Südostufer, Lauterbrunn, Transekt 4;31836;31.07.2017;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2017
Abtsdorfer See;Ufer, östl. Badhäuselgraben, bei Eiche, Seemair, Transekt 3;31835;02.07.2009;1-2 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2009
Abtsdorfer See;Ufer, östl. Badhäuselgraben, bei Eiche, Seemair, Transekt 3;31835;10.07.2012;1-2 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2012
Alpsee bei Schwangau;Transekt 3;133726;11.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;40;2010
Alpsee bei Schwangau;Transekt 6;133729;11.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;40;2010
Alpsee bei Schwangau;Transekt 7;133730;12.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;40;2010
Alpsee bei Schwangau;Transekt 2;133725;03.08.2017;0-1 m;Em;2841;Carex;HK1-5;3;Spermatophyta;0;4;Alpine;40;2017
Alpsee bei Schwangau;Transekt 3;133726;03.08.2017;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;40;2017
Alpsee bei Schwangau;Transekt 5;133728;03.08.2017;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;4;Alpine;40;2017
Alpsee bei Schwangau;Transekt 6;133729;03.08.2017;0-1 m;Em;2841;Carex;HK1-5;3;Spermatophyta;0;4;Alpine;40;2017
Alpsee bei Schwangau;Transekt 6;133729;03.08.2017;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;40;2017
Alpsee bei Schwangau;Transekt 7;133730;04.08.2017;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;40;2017
Altmuehlsee;Transekt 1 (Ostufer-Natur);123883;14.07.2011;0-1 m;Em;2064;Glyceria maxima;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2011
Altmuehlsee;Transekt 1 (Ostufer-Natur);123883;14.07.2011;0-1 m;Em;2979;Solanum dulcamara;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2011
Altmuehlsee;Transekt 3 (Ostufer-o.Nutz);123885;14.07.2011;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;6;Low mountains;6;2011
Altmuehlsee;Transekt 4 (Südufer-Auslauf);123886;14.07.2011;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;6;Low mountains;6;2011
Altmuehlsee;Transekt 6 (Westufer-o.Nutz);123888;14.07.2011;0-1 m;Em;2066;Acorus calamus;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2011
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;14.07.2011;0-1 m;Em;2066;Acorus calamus;HK1-5;3;Spermatophyta;0;6;Low mountains;6;2011
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;14.07.2011;0-1 m;Em;2064;Glyceria maxima;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2011
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;14.07.2011;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2011
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;14.07.2011;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;2;Spermatophyta;0;6;Low mountains;6;2011
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;14.07.2011;0-1 m;Em;2979;Solanum dulcamara;HK1-5;2;Spermatophyta;0;6;Low mountains;6;2011
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;14.07.2011;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2011
Altmuehlsee;Transekt 1 (Ostufer-Natur);123883;04.07.2014;0-1 m;Em;2064;Glyceria maxima;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 3 (Ostufer-o.Nutz);123885;04.07.2014;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 3 (Ostufer-o.Nutz);123885;04.07.2014;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;2;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 4 (Südufer-Auslauf);123886;04.07.2014;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 6 (Westufer-o.Nutz);123888;04.07.2014;0-1 m;Em;2992;Sparganium emersum;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 6 (Westufer-o.Nutz);123888;04.07.2014;0-1 m;Em;2066;Acorus calamus;HK1-5;3;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 6 (Westufer-o.Nutz);123888;04.07.2014;0-1 m;Em;2064;Glyceria maxima;HK1-5;2;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 6 (Westufer-o.Nutz);123888;04.07.2014;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;04.07.2014;0-1 m;Em;2066;Acorus calamus;HK1-5;4;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;04.07.2014;0-1 m;Em;2064;Glyceria maxima;HK1-5;2;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;04.07.2014;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;04.07.2014;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2014
Altmuehlsee;Transekt 3 (Ostufer-o.Nutz);123885;30.06.2017;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;6;Low mountains;6;2017
Altmuehlsee;Transekt 4 (Südufer-Auslauf);123886;30.06.2017;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;6;Low mountains;6;2017
Altmuehlsee;Transekt 6 (Westufer-o.Nutz);123888;30.06.2017;0-1 m;Em;2066;Acorus calamus;HK1-5;2;Spermatophyta;0;6;Low mountains;6;2017
Altmuehlsee;Transekt 6 (Westufer-o.Nutz);123888;30.06.2017;0-1 m;Em;2064;Glyceria maxima;HK1-5;2;Spermatophyta;0;6;Low mountains;6;2017
Altmuehlsee;Transekt 6 (Westufer-o.Nutz);123888;30.06.2017;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2017
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;30.06.2017;0-1 m;Em;2075;Sparganium erectum;HK1-5;1;Spermatophyta;0;6;Low mountains;6;2017
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;30.06.2017;0-1 m;Em;2066;Acorus calamus;HK1-5;5;Spermatophyta;0;6;Low mountains;6;2017
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;30.06.2017;0-1 m;Em;2064;Glyceria maxima;HK1-5;2;Spermatophyta;0;6;Low mountains;6;2017
Altmuehlsee;Transekt 7 (Westufer-Natur);123889;30.06.2017;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;6;Low mountains;6;2017
Ammersee;Transekt 8;107588;31.07.2007;>4 m;Em;2986;Juncus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 10;107592;31.07.2007;>4 m;Em;2986;Juncus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 9;107590;24.07.2007;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 9;107590;24.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 10;107592;24.07.2007;0-1 m;Em;2841;Carex;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 10;107592;24.07.2007;0-1 m;Em;2742;Juncus articulatus;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 10;107592;24.07.2007;0-1 m;Em;2985;Lythrum salicaria;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 10;107592;24.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 10;107592;24.07.2007;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 11;107594;24.07.2007;0-1 m;Em;2841;Carex;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 11;107594;24.07.2007;0-1 m;Em;2985;Lythrum salicaria;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 11;107594;24.07.2007;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 11;107594;24.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 11;107594;24.07.2007;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 12;107595;24.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 13;107596;24.07.2007;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 13;107596;24.07.2007;0-1 m;Em;2814;Cyperus fuscus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 13;107596;24.07.2007;0-1 m;Em;2742;Juncus articulatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 13;107596;24.07.2007;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 13;107596;24.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 14;107597;24.07.2007;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 14;107597;24.07.2007;0-1 m;Em;2742;Juncus articulatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 14;107597;24.07.2007;0-1 m;Em;2710;Mentha aquatica;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 14;107597;24.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 15;107598;25.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 16;107599;25.07.2007;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 16;107599;25.07.2007;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 16;107599;25.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 17;107600;25.07.2007;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 17;107600;25.07.2007;0-1 m;Em;2742;Juncus articulatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 17;107600;25.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 18;107601;25.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 19;107602;25.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 1;107566;26.07.2007;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 1;107566;26.07.2007;0-1 m;Em;2742;Juncus articulatus;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 1;107566;26.07.2007;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 2;107576;26.07.2007;0-1 m;Em;2841;Carex;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 2;107576;26.07.2007;0-1 m;Em;2977;Eleocharis acicularis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 2;107576;26.07.2007;0-1 m;Em;2742;Juncus articulatus;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 2;107576;26.07.2007;0-1 m;Em;2985;Lythrum salicaria;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 2;107576;26.07.2007;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 2;107576;26.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 2;107576;26.07.2007;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 3;107578;26.07.2007;0-1 m;Em;2742;Juncus articulatus;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 4;107580;26.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 5;107582;26.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 7;107586;26.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 8;107588;26.07.2007;0-1 m;Em;2841;Carex;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 8;107588;26.07.2007;0-1 m;Em;2742;Juncus articulatus;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 8;107588;26.07.2007;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 8;107588;26.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 7;107586;31.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 7;107586;31.07.2007;0-1 m;Em;2021;Nuphar lutea;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 8;107588;31.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 8;107588;31.07.2007;0-1 m;Em;2986;Juncus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 8;107588;31.07.2007;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 10;107592;31.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 10;107592;31.07.2007;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 16;107599;26.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 16;107599;26.07.2010;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 17;107600;26.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 17;107600;26.07.2010;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 18;107601;26.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 9;107590;27.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 9;107590;27.07.2010;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 10;107592;27.07.2010;0-1 m;Em;2742;Juncus articulatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 11;107594;27.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 11;107594;27.07.2010;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 12;107595;27.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 13;107596;27.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 14;107597;27.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 4;107580;29.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 5;107582;29.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 5;107582;29.07.2010;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 7;107586;29.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 8;107588;29.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 8;107588;29.07.2010;0-1 m;Em;2742;Juncus articulatus;HK1-5;2;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 2;107576;30.07.2010;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 2;107576;30.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 19;107602;30.07.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 2;107576;22.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 3;107578;22.07.2013;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 18;107601;22.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 19;107602;22.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 12;107595;23.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 13;107596;23.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 14;107597;23.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 15;107598;23.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 16;107599;23.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 17;107600;23.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 17;107600;23.07.2013;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 4;107580;25.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 5;107582;25.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 5;107582;25.07.2013;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 9;107590;25.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 9;107590;25.07.2013;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 10;107592;25.07.2013;0-1 m;Em;2822;Cladium mariscus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 10;107592;25.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 11;107594;25.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
